	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
58																291	0.18582787093050224	0.04128073354552363	122.0	5.036249492553884																																				36	0.24253406917010228	0.0360342182930504	75.0	2.7025663719787802																					134	-0.28824976166945865	0.019884936336257226	65	1.2925208618567197					
59																235	0.1855520786063751	0.04158827115386788	122.0	5.073769080771881																																				216	0.24172917856389597	0.036674518811146174	75.0	2.750588910835963																					297	-0.2880543106367477	0.019972582622029812	65	1.2982178704319378					
60																203	0.1855339859948342	0.04160851309515726	122.0	5.076238597609185																																				47	0.24141545511345544	0.036926647145823284	75.0	2.769498535936746																					257	-0.28577796754207446	0.021017838355014182	65	1.3661594930759218					
61																97	-0.18504209327932722	0.04216200446570618	122.0	5.143764544816154																																				190	-0.24108874790279278	0.037190744835762374	75.0	2.789305862682178																					125	-0.2853676047166779	0.021211134417696682	65	1.3787237371502843					
62																253	0.18418298000934907	0.04314345240860167	122.0	5.263501193849404																																				89	-0.23849653723448805	0.03934250465862073	75.0	2.9506878493965547																					12	0.2850281950863762	0.021372148732042864	65	1.3891896675827862					
63																166	-0.18394651444985496	0.043416911035771256	122.0	5.296863146364093																																				234	-0.23718325081260566	0.04047154763342715	75.0	3.035366072507036																					208	-0.284730730821156	0.02151411730757701	65	1.3984176249925055					
64																29	-0.1834526479552417	0.043992703359925875	122.0	5.367109809910957																																				105	0.23707320592537004	0.04056736328100188	75.0	3.042552246075141																					4	-0.28451068920991424	0.021619649799971163	65	1.4052772369981257					
65																138	-0.18257721469595908	0.04502899843163243	122.0	5.493537808659156																																				33	-0.23549494403851573	0.041962391695007685	75.0	3.1471793771255765																					204	-0.2839005480900281	0.021914577885403144	65	1.4244475625512043					
66																188	0.18218669829317524	0.045497784491501866	122.0	5.550729707963228																																				172	-0.2351292509276459	0.04229123879260976	75.0	3.171842909445732																					48	-0.2838700763352872	0.021929396351427127	65	1.4254107628427632					
67																172	-0.18195732629288214	0.04577501666673899	122.0	5.584552033342157																																				259	0.2345955195701484	0.04277502244686934	75.0	3.208126683515201																					72	-0.2838383704995445	0.021944823983654337	65	1.426413558937532					
68																58	0.18188021375857719	0.045868534315885105	122.0	5.595961186537983																																				180	-0.23288424718888856	0.04435714119878928	75.0	3.326785589909196																					216	0.28379483081121476	0.02196602482418702	65	1.4277916135721564					
69																94	-0.18116478147811294	0.04674376870758254	122.0	5.70273978232507																																				167	-0.23268419273325078	0.04454521386609046	75.0	3.3408910399567846																					158	-0.283619667408803	0.022051493171900385	65	1.433347056173525					
70																216	0.1811371792789779	0.04677781233873917	122.0	5.706893105326179																																				49	-0.23138004362932976	0.045787463335417236	75.0	3.4340597501562926																					254	-0.2830367365338176	0.0223379613498128	65	1.451967487737832					
71																289	0.1810224417280615	0.0469195466605863	122.0	5.724184692591528																																				295	0.2311719036724957	0.04598834388693513	75.0	3.4491257915201348																					203	0.2815506513180761	0.023082584970129102	65	1.5003680230583916					
72																102	0.18089850502109425	0.04707304521170122	122.0	5.742911515827549																																				196	0.2302825799070635	0.04685485501640542	75.0	3.5141141262304063																					178	-0.27987028292174065	0.023949793514400994	65	1.5567365784360647					
73																284	0.18064096951072486	0.0473933430098537	122.0	5.781987847202151																																				73	-0.2301710591246794	0.0469644581304763	75.0	3.5223343597857224																					58	0.27958798200027607	0.024098155907262175	65	1.5663801339720413					
74																73	-0.18064069740958302	0.047393682377422426	122.0	5.782029250045536																																				95	0.22969681284711657	0.04743291093901741	75.0	3.5574683204263056																					87	0.2776918366415051	0.025114959101128497	65	1.6324723415733524					
75																121	0.18029459016802135	0.047826987544815736	122.0	5.83489248046752																																																													116	0.2768964709717059	0.025552136634386987	65	1.660888881235154					
76																214	-0.18019155488119631	0.047956614617347904	122.0	5.850706983316444																																																													36	0.27598842944213803	0.026059084460496994	65	1.6938404899323047					
77																180	-0.179979755251426	0.04822399194473489	122.0	5.883327017257656																																																													214	-0.2757155951307107	0.026213051973937584	65	1.703848378305943					
78																185	0.17994802720400643	0.04826415193467728	122.0	5.888226536030628																																																													169	0.2746761554583494	0.02680668314213727	65	1.7424344042389224					
79																211	0.17975706245488018	0.04850645315773781	122.0	5.917787285244012																																																													54	-0.27423459653700577	0.027062267229936744	65	1.7590473699458884					
80																228	0.17961016058845075	0.04869353182525161	122.0	5.940610882680696																																																													273	-0.27408311459867485	0.02715041987397759	65	1.7647772918085434					
81																231	0.1789011148194994	0.04960492736431305	122.0	6.0518011384461925																																																													92	-0.2740638700482625	0.027161636246302943	65	1.7655063560096913					
82																																																																																	52	0.27345190216869986	0.02752035241534372	65	1.7888229069973418					
83																																																																																	22	-0.27343128020174806	0.027532509481823498	65	1.7896131163185274					
84																																																																																	177	-0.2728357569723743	0.027885537722170475	65	1.8125599519410809					
85																																																																																	209	-0.2711512761376925	0.028904786188334693	65	1.878811102241755					
86																																																																																	189	0.2702649685128419	0.029453522884568633	65	1.9144789874969612					
87																																																																																	239	-0.27010794093750967	0.02955164900944109	65	1.920857185613671					
88																																																																																	235	-0.26864608496248077	0.030478396942281334	65	1.9810958012482867					
89																																																																																	280	0.2675476447385078	0.03119068009960337	65	2.027394206474219					
90																																																																																	150	-0.2673202040674644	0.031339892645817054	65	2.0370930219781087					
91																																																																																	60	0.2670371357508177	0.03152643406045738	65	2.0492182139297297					
92																																																																																	44	0.2661098572555803	0.03214402962498024	65	2.0893619256237157					
93																																																																																	33	-0.2659605462013631	0.032244414885966535	65	2.0958869675878247					
94																																																																																	106	0.2655774041928313	0.03250321015494834	65	2.112708660071642					
95																																																																																	115	0.26453160260199315	0.033218453941522674	65	2.159199506198974					
96																																																																																	38	0.2622186713599637	0.03484708091144058	65	2.2650602592436377					
97																																																																																	218	-0.2619856213823719	0.03501480840117022	65	2.275962546076064					
98																																																																																	236	-0.2617571079248631	0.03517992348384745	65	2.2866950264500843					
99																																																																																	272	-0.2609404711774811	0.03577530332607187	65	2.3253947161946718					
100																																																																																	241	0.2603498282203762	0.03621112598649909	65	2.353723189122441					
101																																																																																	75	0.25973180108266025	0.03667187412263332	65	2.383671817971166					
102																																																																																	173	0.2595082850442079	0.036839704080257954	65	2.394580765216767					
103																																																																																	269	-0.2589798748294243	0.037239007734757974	65	2.4205355027592685					
104																																																																																	256	-0.25873487635507386	0.0374253620186689	65	2.432648531213479					
105																																																																																	91	0.2584829883436645	0.03761776358566003	65	2.445154633067902					
106																																																																																	293	-0.2568655718195902	0.038872870586928204	65	2.5267365881503334					
107																																																																																	123	0.2559717038101244	0.03958127424546208	65	2.572782825955035					
108																																																																																	6	-0.25381042326897324	0.04133839704254264	65	2.6869958077652716					
109																																																																																	231	0.2533629241044406	0.04171015423807016	65	2.7111600254745603					
110																																																																																	252	-0.25235885217277965	0.0425543386173031	65	2.7660320101247016					
111																																																																																	105	0.2517139544371319	0.04310394349501321	65	2.8017563271758585					
112																																																																																	300	-0.2511396257760618	0.043598322913354616	65	2.83389098936805					
113																																																																																	7	-0.25027655591394476	0.04435003085396355	65	2.8827520055076308					
114																																																																																	102	0.2499166971020574	0.044666594302045115	65	2.9033286296329326					
115																																																																																	207	-0.24811936814285052	0.046275650618975595	65	3.0079172902334137					
116																																																																																	137	-0.24715228767629568	0.04716094774619788	65	3.0654616035028623					
117																																																																																	176	0.24546199777110234	0.04874165664687644	65	3.168207682046969					
118																																																																																	32	0.2452970574802625	0.04889820127770215	65	3.1783830830506394					
